V4_1,Standard Error,Unweighted Count,Time_codelist,Time,Geography_codelist,Geography,Number of evening visits to a bar in the last month_codelist,Number of evening visits to a bar in the last month,Measurement Type_codelist,Measurement Type,Crime Type_codelist,Crime Type,Age_codelist,Age,Sex_codelist,Sex
30.27778185,7.560690551,819,Quarter,2017 Q1,K04000001,,,Less than once a week,,Incidence rate,,Other personal theft,,16-24,,All adults
15.53536784,4.159666141,1045,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Other personal theft,,16-24,,All adults
39.24899828,9.352112405,722,Quarter,2017 Q1,K04000001,,,Once a week or more often,,Incidence rate,,Other personal theft,,16-24,,All adults
16.07591078,1.632876472,10366,Quarter,2017 Q1,K04000001,,,Less than once a week,,Incidence rate,,Other personal theft,,16+,,All adults
8.323219654,0.815992591,18467,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Other personal theft,,16+,,All adults
24.59138583,2.724883964,6566,Quarter,2017 Q1,K04000001,,,Once a week or more often,,Incidence rate,,Other personal theft,,16+,,All adults
19.69892681,3.669892273,1882,Quarter,2017 Q1,K04000001,,,Less than once a week,,Incidence rate,,Other personal theft,,25-34,,All adults
10.65664469,2.528365512,2251,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Other personal theft,,25-34,,All adults
25.31971852,5.537143139,1173,Quarter,2017 Q1,K04000001,,,Once a week or more often,,Incidence rate,,Other personal theft,,25-34,,All adults
16.6297867,3.169178558,2057,Quarter,2017 Q1,K04000001,,,Less than once a week,,Incidence rate,,Other personal theft,,35-44,,All adults
10.5406577,2.268562911,2740,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Other personal theft,,35-44,,All adults
19.29855117,5.064133153,1016,Quarter,2017 Q1,K04000001,,,Once a week or more often,,Incidence rate,,Other personal theft,,35-44,,All adults
11.28482554,2.791148065,2099,Quarter,2017 Q1,K04000001,,,Less than once a week,,Incidence rate,,Other personal theft,,45-54,,All adults
6.745419662,1.625054669,2808,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Other personal theft,,45-54,,All adults
24.63577968,6.106326617,1285,Quarter,2017 Q1,K04000001,,,Once a week or more often,,Incidence rate,,Other personal theft,,45-54,,All adults
10.63608782,3.237222465,1624,Quarter,2017 Q1,K04000001,,,Less than once a week,,Incidence rate,,Other personal theft,,55-64,,All adults
6.386222858,1.595096508,2864,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Other personal theft,,55-64,,All adults
20.76605901,6.128861901,1176,Quarter,2017 Q1,K04000001,,,Once a week or more often,,Incidence rate,,Other personal theft,,55-64,,All adults
8.54992255,2.711971279,1341,Quarter,2017 Q1,K04000001,,,Less than once a week,,Incidence rate,,Other personal theft,,65-74,,All adults
5.403491657,1.631091372,3374,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Other personal theft,,65-74,,All adults
10.61250926,3.970587324,869,Quarter,2017 Q1,K04000001,,,Once a week or more often,,Incidence rate,,Other personal theft,,65-74,,All adults
8.887254178,4.757105163,544,Quarter,2017 Q1,K04000001,,,Less than once a week,,Incidence rate,,Other personal theft,,75+,,All adults
5.197487134,1.476321285,3385,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Other personal theft,,75+,,All adults
14.74735247,6.740600571,325,Quarter,2017 Q1,K04000001,,,Once a week or more often,,Incidence rate,,Other personal theft,,75+,,All adults
32.59689472,10.38441148,453,Quarter,2017 Q1,K04000001,,,Less than once a week,,Incidence rate,,Other personal theft,,16-24,,Female
15.55237445,5.622301544,572,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Other personal theft,,16-24,,Female
36.15087135,12.44085656,337,Quarter,2017 Q1,K04000001,,,Once a week or more often,,Incidence rate,,Other personal theft,,16-24,,Female
15.30686177,2.223082066,5579,Quarter,2017 Q1,K04000001,,,Less than once a week,,Incidence rate,,Other personal theft,,16+,,Female
8.079813128,1.047901398,10735,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Other personal theft,,16+,,Female
25.58414472,3.868959104,2660,Quarter,2017 Q1,K04000001,,,Once a week or more often,,Incidence rate,,Other personal theft,,16+,,Female
13.94780271,3.947091918,1065,Quarter,2017 Q1,K04000001,,,Less than once a week,,Incidence rate,,Other personal theft,,25-34,,Female
11.32215582,3.596595186,1466,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Other personal theft,,25-34,,Female
26.57076988,7.965467231,513,Quarter,2017 Q1,K04000001,,,Once a week or more often,,Incidence rate,,Other personal theft,,25-34,,Female
22.22423173,5.154103459,1125,Quarter,2017 Q1,K04000001,,,Less than once a week,,Incidence rate,,Other personal theft,,35-44,,Female
10.01416622,2.945234707,1587,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Other personal theft,,35-44,,Female
34.20734585,11.33383596,415,Quarter,2017 Q1,K04000001,,,Once a week or more often,,Incidence rate,,Other personal theft,,35-44,,Female
9.049838681,3.416861891,1154,Quarter,2017 Q1,K04000001,,,Less than once a week,,Incidence rate,,Other personal theft,,45-54,,Female
7.109905114,2.216764857,1557,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Other personal theft,,45-54,,Female
23.41400756,7.035369967,551,Quarter,2017 Q1,K04000001,,,Once a week or more often,,Incidence rate,,Other personal theft,,45-54,,Female
5.078487475,2.640204,830,Quarter,2017 Q1,K04000001,,,Less than once a week,,Incidence rate,,Other personal theft,,55-64,,Female
7.183639842,2.379432981,1650,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Other personal theft,,55-64,,Female
13.54409532,6.136378532,464,Quarter,2017 Q1,K04000001,,,Once a week or more often,,Incidence rate,,Other personal theft,,55-64,,Female
8.676872827,3.782412383,685,Quarter,2017 Q1,K04000001,,,Less than once a week,,Incidence rate,,Other personal theft,,65-74,,Female
3.177038074,1.232935443,1908,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Other personal theft,,65-74,,Female
9.631018852,6.155472656,287,Quarter,2017 Q1,K04000001,,,Once a week or more often,,Incidence rate,,Other personal theft,,65-74,,Female
13.31018531,8.381544429,267,Quarter,2017 Q1,K04000001,,,Less than once a week,,Incidence rate,,Other personal theft,,75+,,Female
5.224657486,1.806871805,1995,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Other personal theft,,75+,,Female
21.38745837,15.48737456,93,Quarter,2017 Q1,K04000001,,,Once a week or more often,,Incidence rate,,Other personal theft,,75+,,Female
27.80493921,11.32937727,366,Quarter,2017 Q1,K04000001,,,Less than once a week,,Incidence rate,,Other personal theft,,16-24,,Male
15.51760682,6.132603096,473,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Other personal theft,,16-24,,Male
41.60259858,13.61654058,385,Quarter,2017 Q1,K04000001,,,Once a week or more often,,Incidence rate,,Other personal theft,,16-24,,Male
16.88284639,2.468257705,4787,Quarter,2017 Q1,K04000001,,,Less than once a week,,Incidence rate,,Other personal theft,,16+,,Male
8.627586039,1.304171525,7732,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Other personal theft,,16+,,Male
23.94315269,3.697394522,3906,Quarter,2017 Q1,K04000001,,,Once a week or more often,,Incidence rate,,Other personal theft,,16+,,Male
25.4749389,6.201177753,817,Quarter,2017 Q1,K04000001,,,Less than once a week,,Incidence rate,,Other personal theft,,25-34,,Male
9.789884431,3.454057047,785,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Other personal theft,,25-34,,Male
24.53410766,7.523894341,660,Quarter,2017 Q1,K04000001,,,Once a week or more often,,Incidence rate,,Other personal theft,,25-34,,Male
10.61027825,3.524286072,932,Quarter,2017 Q1,K04000001,,,Less than once a week,,Incidence rate,,Other personal theft,,35-44,,Male
11.15632911,3.52217347,1153,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Other personal theft,,35-44,,Male
10.06033109,4.243127195,601,Quarter,2017 Q1,K04000001,,,Once a week or more often,,Incidence rate,,Other personal theft,,35-44,,Male
13.78525741,4.682366142,945,Quarter,2017 Q1,K04000001,,,Less than once a week,,Incidence rate,,Other personal theft,,45-54,,Male
6.333392661,2.408056247,1251,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Other personal theft,,45-54,,Male
25.53647104,9.351217075,734,Quarter,2017 Q1,K04000001,,,Once a week or more often,,Incidence rate,,Other personal theft,,45-54,,Male
16.12110148,5.878364431,794,Quarter,2017 Q1,K04000001,,,Less than once a week,,Incidence rate,,Other personal theft,,55-64,,Male
5.352505019,2.054480505,1214,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Other personal theft,,55-64,,Male
25.33454116,9.196030553,712,Quarter,2017 Q1,K04000001,,,Once a week or more often,,Incidence rate,,Other personal theft,,55-64,,Male
8.418053101,3.920269943,656,Quarter,2017 Q1,K04000001,,,Less than once a week,,Incidence rate,,Other personal theft,,65-74,,Male
8.335673803,3.435427949,1466,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Other personal theft,,65-74,,Male
11.12210836,5.097906518,582,Quarter,2017 Q1,K04000001,,,Once a week or more often,,Incidence rate,,Other personal theft,,65-74,,Male
4.407692887,4.404255336,277,Quarter,2017 Q1,K04000001,,,Less than once a week,,Incidence rate,,Other personal theft,,75+,,Male
5.156895466,2.50532243,1390,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Other personal theft,,75+,,Male
11.65038194,6.742241227,232,Quarter,2017 Q1,K04000001,,,Once a week or more often,,Incidence rate,,Other personal theft,,75+,,Male
5.794181558,2.41761664,819,Quarter,2017 Q1,K04000001,,,Less than once a week,,Incidence rate,,Robbery,,16-24,,All adults
3.193510844,1.66016607,1045,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Robbery,,16-24,,All adults
10.77554909,3.93376298,722,Quarter,2017 Q1,K04000001,,,Once a week or more often,,Incidence rate,,Robbery,,16-24,,All adults
3.334849469,1.171144817,10366,Quarter,2017 Q1,K04000001,,,Less than once a week,,Incidence rate,,Robbery,,16+,,All adults
1.978352475,0.399013456,18467,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Robbery,,16+,,All adults
3.991775712,1.00557201,6566,Quarter,2017 Q1,K04000001,,,Once a week or more often,,Incidence rate,,Robbery,,16+,,All adults
0.858491778,0.709295242,1882,Quarter,2017 Q1,K04000001,,,Less than once a week,,Incidence rate,,Robbery,,25-34,,All adults
2.741435413,1.160860038,2251,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Robbery,,25-34,,All adults
1.900788383,1.117347628,1173,Quarter,2017 Q1,K04000001,,,Once a week or more often,,Incidence rate,,Robbery,,25-34,,All adults
3.680689555,2.10785472,2057,Quarter,2017 Q1,K04000001,,,Less than once a week,,Incidence rate,,Robbery,,35-44,,All adults
2.38184614,1.062692911,2740,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Robbery,,35-44,,All adults
1.189806529,1.189413986,1016,Quarter,2017 Q1,K04000001,,,Once a week or more often,,Incidence rate,,Robbery,,35-44,,All adults
6.848479198,4.888771767,2099,Quarter,2017 Q1,K04000001,,,Less than once a week,,Incidence rate,,Robbery,,45-54,,All adults
3.091680332,1.407671464,2808,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Robbery,,45-54,,All adults
6.064145766,3.118452843,1285,Quarter,2017 Q1,K04000001,,,Once a week or more often,,Incidence rate,,Robbery,,45-54,,All adults
0.357876432,0.357879698,1624,Quarter,2017 Q1,K04000001,,,Less than once a week,,Incidence rate,,Robbery,,55-64,,All adults
1.677330281,1.027961231,2864,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Robbery,,55-64,,All adults
1.095437482,0.807813885,1176,Quarter,2017 Q1,K04000001,,,Once a week or more often,,Incidence rate,,Robbery,,55-64,,All adults
2.424681252,1.743842142,1341,Quarter,2017 Q1,K04000001,,,Less than once a week,,Incidence rate,,Robbery,,65-74,,All adults
0.637366645,0.368795601,3374,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Robbery,,65-74,,All adults
0,0,869,Quarter,2017 Q1,K04000001,,,Once a week or more often,,Incidence rate,,Robbery,,65-74,,All adults
0.638786735,0.635533507,544,Quarter,2017 Q1,K04000001,,,Less than once a week,,Incidence rate,,Robbery,,75+,,All adults
0.445819569,0.315824209,3385,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Robbery,,75+,,All adults
1.767340566,1.768297564,325,Quarter,2017 Q1,K04000001,,,Once a week or more often,,Incidence rate,,Robbery,,75+,,All adults
6.420412933,3.718878781,453,Quarter,2017 Q1,K04000001,,,Less than once a week,,Incidence rate,,Robbery,,16-24,,Female
1.387856822,1.044251316,572,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Robbery,,16-24,,Female
8.003807245,5.246024497,337,Quarter,2017 Q1,K04000001,,,Once a week or more often,,Incidence rate,,Robbery,,16-24,,Female
2.349633536,0.9051527,5579,Quarter,2017 Q1,K04000001,,,Less than once a week,,Incidence rate,,Robbery,,16+,,Female
1.02233228,0.335108103,10735,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Robbery,,16+,,Female
3.175671071,1.328210705,2660,Quarter,2017 Q1,K04000001,,,Once a week or more often,,Incidence rate,,Robbery,,16+,,Female
0,0,1065,Quarter,2017 Q1,K04000001,,,Less than once a week,,Incidence rate,,Robbery,,25-34,,Female
1.854711768,0.982052951,1466,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Robbery,,25-34,,Female
2.4700152,1.54580826,513,Quarter,2017 Q1,K04000001,,,Once a week or more often,,Incidence rate,,Robbery,,25-34,,Female
5.884983929,3.879538455,1125,Quarter,2017 Q1,K04000001,,,Less than once a week,,Incidence rate,,Robbery,,35-44,,Female
0.401732339,0.402034532,1587,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Robbery,,35-44,,Female
0,0,415,Quarter,2017 Q1,K04000001,,,Once a week or more often,,Incidence rate,,Robbery,,35-44,,Female
1.034648028,0.734709385,1154,Quarter,2017 Q1,K04000001,,,Less than once a week,,Incidence rate,,Robbery,,45-54,,Female
2.054917528,1.674633067,1557,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Robbery,,45-54,,Female
2.872196086,2.8657786,551,Quarter,2017 Q1,K04000001,,,Once a week or more often,,Incidence rate,,Robbery,,45-54,,Female
0,0,830,Quarter,2017 Q1,K04000001,,,Less than once a week,,Incidence rate,,Robbery,,55-64,,Female
0.878976678,0.624910127,1650,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Robbery,,55-64,,Female
1.831684096,1.828988759,464,Quarter,2017 Q1,K04000001,,,Once a week or more often,,Incidence rate,,Robbery,,55-64,,Female
1.507568801,1.082969729,685,Quarter,2017 Q1,K04000001,,,Less than once a week,,Incidence rate,,Robbery,,65-74,,Female
0.394967567,0.395082614,1908,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Robbery,,65-74,,Female
0,0,287,Quarter,2017 Q1,K04000001,,,Once a week or more often,,Incidence rate,,Robbery,,65-74,,Female
0,0,267,Quarter,2017 Q1,K04000001,,,Less than once a week,,Incidence rate,,Robbery,,75+,,Female
0.389631259,0.389487763,1995,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Robbery,,75+,,Female
5.556633501,5.56350629,93,Quarter,2017 Q1,K04000001,,,Once a week or more often,,Incidence rate,,Robbery,,75+,,Female
5.126438447,3.024829166,366,Quarter,2017 Q1,K04000001,,,Less than once a week,,Incidence rate,,Robbery,,16-24,,Male
5.079262604,3.204969597,473,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Robbery,,16-24,,Male
12.88119957,5.655100302,385,Quarter,2017 Q1,K04000001,,,Once a week or more often,,Incidence rate,,Robbery,,16-24,,Male
4.368601294,2.108012144,4787,Quarter,2017 Q1,K04000001,,,Less than once a week,,Incidence rate,,Robbery,,16+,,Male
3.173802798,0.795716507,7732,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Robbery,,16+,,Male
4.524660465,1.41849752,3906,Quarter,2017 Q1,K04000001,,,Once a week or more often,,Incidence rate,,Robbery,,16+,,Male
1.720698679,1.421328277,817,Quarter,2017 Q1,K04000001,,,Less than once a week,,Incidence rate,,Robbery,,25-34,,Male
3.896302384,2.349404454,785,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Robbery,,25-34,,Male
1.543336421,1.539697324,660,Quarter,2017 Q1,K04000001,,,Once a week or more often,,Incidence rate,,Robbery,,25-34,,Male
1.308913885,1.308099969,932,Quarter,2017 Q1,K04000001,,,Less than once a week,,Incidence rate,,Robbery,,35-44,,Male
4.697362195,2.254144185,1153,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Robbery,,35-44,,Male
1.927068984,1.92579181,601,Quarter,2017 Q1,K04000001,,,Once a week or more often,,Incidence rate,,Robbery,,35-44,,Male
13.35280768,10.31157747,945,Quarter,2017 Q1,K04000001,,,Less than once a week,,Incidence rate,,Robbery,,45-54,,Male
4.26367298,2.321106064,1251,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Robbery,,45-54,,Male
8.417253542,4.972583815,734,Quarter,2017 Q1,K04000001,,,Once a week or more often,,Incidence rate,,Robbery,,45-54,,Male
0.711078711,0.710831948,794,Quarter,2017 Q1,K04000001,,,Less than once a week,,Incidence rate,,Robbery,,55-64,,Male
2.712262289,2.217487615,1214,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Robbery,,55-64,,Male
0.629701338,0.629945042,712,Quarter,2017 Q1,K04000001,,,Once a week or more often,,Incidence rate,,Robbery,,55-64,,Male
3.377330711,3.369011092,656,Quarter,2017 Q1,K04000001,,,Less than once a week,,Incidence rate,,Robbery,,65-74,,Male
0.956600001,0.676928289,1466,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Robbery,,65-74,,Male
0,0,582,Quarter,2017 Q1,K04000001,,,Once a week or more often,,Incidence rate,,Robbery,,65-74,,Male
1.285752342,1.279273657,277,Quarter,2017 Q1,K04000001,,,Less than once a week,,Incidence rate,,Robbery,,75+,,Male
0.529763172,0.529857317,1390,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Robbery,,75+,,Male
0,0,232,Quarter,2017 Q1,K04000001,,,Once a week or more often,,Incidence rate,,Robbery,,75+,,Male
0,0,819,Quarter,2017 Q1,K04000001,,,Less than once a week,,Incidence rate,,Snatch theft,,16-24,,All adults
1.078643366,0.82492394,1045,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Snatch theft,,16-24,,All adults
2.451243082,1.727819533,722,Quarter,2017 Q1,K04000001,,,Once a week or more often,,Incidence rate,,Snatch theft,,16-24,,All adults
0.540644094,0.469493691,10366,Quarter,2017 Q1,K04000001,,,Less than once a week,,Incidence rate,,Snatch theft,,16+,,All adults
0.894878241,0.246037015,18467,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Snatch theft,,16+,,All adults
1.290265801,0.483392778,6566,Quarter,2017 Q1,K04000001,,,Once a week or more often,,Incidence rate,,Snatch theft,,16+,,All adults
0,0,1882,Quarter,2017 Q1,K04000001,,,Less than once a week,,Incidence rate,,Snatch theft,,25-34,,All adults
2.2233075,1.116423814,2251,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Snatch theft,,25-34,,All adults
2.169606278,1.26473611,1173,Quarter,2017 Q1,K04000001,,,Once a week or more often,,Incidence rate,,Snatch theft,,25-34,,All adults
2.522134891,2.520935434,2057,Quarter,2017 Q1,K04000001,,,Less than once a week,,Incidence rate,,Snatch theft,,35-44,,All adults
0.692645022,0.444628013,2740,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Snatch theft,,35-44,,All adults
2.667802494,1.661494804,1016,Quarter,2017 Q1,K04000001,,,Once a week or more often,,Incidence rate,,Snatch theft,,35-44,,All adults
0.386679503,0.386224999,2099,Quarter,2017 Q1,K04000001,,,Less than once a week,,Incidence rate,,Snatch theft,,45-54,,All adults
0.895957203,0.720313303,2808,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Snatch theft,,45-54,,All adults
0,0,1285,Quarter,2017 Q1,K04000001,,,Once a week or more often,,Incidence rate,,Snatch theft,,45-54,,All adults
0,0,1624,Quarter,2017 Q1,K04000001,,,Less than once a week,,Incidence rate,,Snatch theft,,55-64,,All adults
1.271801656,0.663016287,2864,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Snatch theft,,55-64,,All adults
0,0,1176,Quarter,2017 Q1,K04000001,,,Once a week or more often,,Incidence rate,,Snatch theft,,55-64,,All adults
0,0,1341,Quarter,2017 Q1,K04000001,,,Less than once a week,,Incidence rate,,Snatch theft,,65-74,,All adults
0,0,3374,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Snatch theft,,65-74,,All adults
0,0,869,Quarter,2017 Q1,K04000001,,,Once a week or more often,,Incidence rate,,Snatch theft,,65-74,,All adults
0,0,544,Quarter,2017 Q1,K04000001,,,Less than once a week,,Incidence rate,,Snatch theft,,75+,,All adults
0.235286304,0.235289744,3385,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Snatch theft,,75+,,All adults
0,0,325,Quarter,2017 Q1,K04000001,,,Once a week or more often,,Incidence rate,,Snatch theft,,75+,,All adults
0,0,453,Quarter,2017 Q1,K04000001,,,Less than once a week,,Incidence rate,,Snatch theft,,16-24,,Female
0.619238286,0.617988131,572,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Snatch theft,,16-24,,Female
3.043338929,3.040013527,337,Quarter,2017 Q1,K04000001,,,Once a week or more often,,Incidence rate,,Snatch theft,,16-24,,Female
1.055904297,0.916703453,5579,Quarter,2017 Q1,K04000001,,,Less than once a week,,Incidence rate,,Snatch theft,,16+,,Female
0.910772861,0.308284658,10735,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Snatch theft,,16+,,Female
2.017440536,0.972351016,2660,Quarter,2017 Q1,K04000001,,,Once a week or more often,,Incidence rate,,Snatch theft,,16+,,Female
0,0,1065,Quarter,2017 Q1,K04000001,,,Less than once a week,,Incidence rate,,Snatch theft,,25-34,,Female
2.843081348,1.648061433,1466,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Snatch theft,,25-34,,Female
2.104668596,2.104369075,513,Quarter,2017 Q1,K04000001,,,Once a week or more often,,Incidence rate,,Snatch theft,,25-34,,Female
4.866170974,4.861507516,1125,Quarter,2017 Q1,K04000001,,,Less than once a week,,Incidence rate,,Snatch theft,,35-44,,Female
1.089376207,0.801269531,1587,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Snatch theft,,35-44,,Female
6.973146953,4.335250058,415,Quarter,2017 Q1,K04000001,,,Once a week or more often,,Incidence rate,,Snatch theft,,35-44,,Female
0.732309241,0.730281575,1154,Quarter,2017 Q1,K04000001,,,Less than once a week,,Incidence rate,,Snatch theft,,45-54,,Female
0.386411295,0.386459446,1557,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Snatch theft,,45-54,,Female
0,0,551,Quarter,2017 Q1,K04000001,,,Once a week or more often,,Incidence rate,,Snatch theft,,45-54,,Female
0,0,830,Quarter,2017 Q1,K04000001,,,Less than once a week,,Incidence rate,,Snatch theft,,55-64,,Female
1.062746452,0.778648369,1650,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Snatch theft,,55-64,,Female
0,0,464,Quarter,2017 Q1,K04000001,,,Once a week or more often,,Incidence rate,,Snatch theft,,55-64,,Female
0,0,685,Quarter,2017 Q1,K04000001,,,Less than once a week,,Incidence rate,,Snatch theft,,65-74,,Female
0,0,1908,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Snatch theft,,65-74,,Female
0,0,287,Quarter,2017 Q1,K04000001,,,Once a week or more often,,Incidence rate,,Snatch theft,,65-74,,Female
0,0,267,Quarter,2017 Q1,K04000001,,,Less than once a week,,Incidence rate,,Snatch theft,,75+,,Female
0.392777037,0.392767538,1995,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Snatch theft,,75+,,Female
0,0,93,Quarter,2017 Q1,K04000001,,,Once a week or more often,,Incidence rate,,Snatch theft,,75+,,Female
0,0,366,Quarter,2017 Q1,K04000001,,,Less than once a week,,Incidence rate,,Snatch theft,,16-24,,Male
1.558427382,1.558198891,473,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Snatch theft,,16-24,,Male
2.001436797,1.980681138,385,Quarter,2017 Q1,K04000001,,,Once a week or more often,,Incidence rate,,Snatch theft,,16-24,,Male
0,0,4787,Quarter,2017 Q1,K04000001,,,Less than once a week,,Incidence rate,,Snatch theft,,16+,,Male
0.875002898,0.39738648,7732,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Snatch theft,,16+,,Male
0.815448837,0.485944297,3906,Quarter,2017 Q1,K04000001,,,Once a week or more often,,Incidence rate,,Snatch theft,,16+,,Male
0,0,817,Quarter,2017 Q1,K04000001,,,Less than once a week,,Incidence rate,,Snatch theft,,25-34,,Male
1.416115372,1.415504463,785,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Snatch theft,,25-34,,Male
2.210384578,1.580329177,660,Quarter,2017 Q1,K04000001,,,Once a week or more often,,Incidence rate,,Snatch theft,,25-34,,Male
0,0,932,Quarter,2017 Q1,K04000001,,,Less than once a week,,Incidence rate,,Snatch theft,,35-44,,Male
0.228713389,0.22851384,1153,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Snatch theft,,35-44,,Male
0,0,601,Quarter,2017 Q1,K04000001,,,Once a week or more often,,Incidence rate,,Snatch theft,,35-44,,Male
0,0,945,Quarter,2017 Q1,K04000001,,,Less than once a week,,Incidence rate,,Snatch theft,,45-54,,Male
1.471965578,1.470669161,1251,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Snatch theft,,45-54,,Male
0,0,734,Quarter,2017 Q1,K04000001,,,Once a week or more often,,Incidence rate,,Snatch theft,,45-54,,Male
0,0,794,Quarter,2017 Q1,K04000001,,,Less than once a week,,Incidence rate,,Snatch theft,,55-64,,Male
1.542806786,1.140215493,1214,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Snatch theft,,55-64,,Male
0,0,712,Quarter,2017 Q1,K04000001,,,Once a week or more often,,Incidence rate,,Snatch theft,,55-64,,Male
0,0,656,Quarter,2017 Q1,K04000001,,,Less than once a week,,Incidence rate,,Snatch theft,,65-74,,Male
0,0,1466,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Snatch theft,,65-74,,Male
0,0,582,Quarter,2017 Q1,K04000001,,,Once a week or more often,,Incidence rate,,Snatch theft,,65-74,,Male
0,0,277,Quarter,2017 Q1,K04000001,,,Less than once a week,,Incidence rate,,Snatch theft,,75+,,Male
0,0,1390,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Snatch theft,,75+,,Male
0,0,232,Quarter,2017 Q1,K04000001,,,Once a week or more often,,Incidence rate,,Snatch theft,,75+,,Male
6.956158778,3.183903551,819,Quarter,2017 Q1,K04000001,,,Less than once a week,,Incidence rate,,Attempted snatch and stealth theft,,16-24,,All adults
3.880779092,2.743406171,1045,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Attempted snatch and stealth theft,,16-24,,All adults
12.55153939,4.815960783,722,Quarter,2017 Q1,K04000001,,,Once a week or more often,,Incidence rate,,Attempted snatch and stealth theft,,16-24,,All adults
3.061618163,0.729111341,10366,Quarter,2017 Q1,K04000001,,,Less than once a week,,Incidence rate,,Attempted snatch and stealth theft,,16+,,All adults
2.067978584,0.490338637,18467,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Attempted snatch and stealth theft,,16+,,All adults
4.878937652,1.178527948,6566,Quarter,2017 Q1,K04000001,,,Once a week or more often,,Incidence rate,,Attempted snatch and stealth theft,,16+,,All adults
